Temps;temps_ms;Temps_acquisition;Ancre;X;Y;Z;Precision %;Temps_s;Position erreur
00:00:00.002;2;2;49A1;0.0;0.0;0.0;77;0.0029973983764648438;0.5
00:00:00.002;2;2;49A2;4.55;7.0;0.0;77;0.002048015594482422;0.5
00:00:00.004;4;4;49A3;2.65;12.75;0.0;77;0.004522562026977539;0.5
00:00:00.105;105;105;49A2;2.7;8.1;0.0;77;0.10570120811462402;0.5
00:00:00.106;106;106;49A3;2.95;12.15;0.0;77;0.10690975189208984;0.5
00:00:00.106;106;106;49A1;0.9;7.05;0.0;77;0.10674881935119629;0.5
00:00:00.207;207;207;49A3;2.95;12.1;0.0;77;0.20782923698425293;0.5
00:00:00.207;207;207;49A2;2.7;8.1;0.0;77;0.20705771446228027;0.5
00:00:00.209;209;209;49A1;2.3;6.05;0.0;77;0.20942473411560059;0.5
00:00:00.307;307;307;49A2;2.7;8.1;0.0;77;0.30788469314575195;0.5
00:00:00.308;308;308;49A3;2.9;12.1;0.0;77;0.3089408874511719;0.5
00:00:00.310;310;310;49A1;2.3;6.05;0.0;77;0.31000638008117676;0.5
00:00:00.408;408;408;49A2;2.7;8.1;0.0;77;0.4081735610961914;0.5
00:00:00.409;409;409;49A3;2.55;12.55;0.0;77;0.4095644950866699;0.5
00:00:00.410;410;410;49A1;2.3;6.05;0.0;77;0.4105236530303955;0.5
00:00:00.508;508;508;49A2;2.7;8.1;0.0;77;0.5089359283447266;0.5
00:00:00.510;510;510;49A3;2.2;13.0;0.0;77;0.5106222629547119;0.5
00:00:00.511;511;511;49A1;2.3;6.05;0.0;77;0.5111422538757324;0.5
00:00:00.609;609;609;49A2;2.7;8.1;0.0;77;0.609318733215332;0.5
00:00:00.611;611;611;49A3;2.2;13.0;0.0;77;0.6113276481628418;0.5
00:00:00.611;611;611;49A1;2.3;6.05;0.0;77;0.611931562423706;0.5
00:00:00.709;709;709;49A2;2.7;8.1;0.0;77;0.7096331119537354;0.5
00:00:00.711;711;711;49A3;2.2;13.0;0.0;77;0.7115352153778076;0.5
00:00:00.712;712;712;49A1;2.3;6.05;0.0;77;0.7123246192932129;0.5
00:00:00.810;810;810;49A2;2.7;8.1;0.0;77;0.8101887702941895;0.5
00:00:00.812;812;812;49A3;2.2;13.0;0.0;77;0.8122570514678955;0.5
00:00:00.812;812;812;49A1;2.3;6.05;0.0;77;0.8126213550567627;0.5
00:00:00.910;910;910;49A2;2.7;8.1;0.0;77;0.9104287624359131;0.5
00:00:00.912;912;912;49A3;2.2;13.0;0.0;77;0.912761926651001;0.5
00:00:00.913;913;913;49A1;2.35;6.05;0.0;77;0.913611888885498;0.5
00:00:01.010;1010;1010;49A2;2.7;8.1;0.0;77;1.0107033252716064;0.5
00:00:01.013;1013;1013;49A3;2.2;13.0;0.0;77;1.0132389068603516;0.5
00:00:01.014;1014;1014;49A1;2.45;6.05;0.0;77;1.0141301155090332;0.5
00:00:01.111;1111;1111;49A2;2.7;8.2;0.0;77;1.1115093231201172;0.5
00:00:01.113;1113;1113;49A3;2.2;13.0;0.0;77;1.1137144565582275;0.5
00:00:01.114;1114;1114;49A1;2.55;6.05;0.0;77;1.1148557662963867;0.5
00:00:01.212;1212;1212;49A2;2.75;8.2;0.0;77;1.2120285034179688;0.5
00:00:01.214;1214;1214;49A3;2.2;13.0;0.0;77;1.2143192291259766;0.5
00:00:01.215;1215;1215;49A1;2.55;5.95;0.0;77;1.2156615257263184;0.5
00:00:01.312;1312;1312;49A2;2.85;8.2;0.0;77;1.3126943111419678;0.5
00:00:01.314;1314;1314;49A3;2.35;13.05;0.0;77;1.3148834705352783;0.5
00:00:01.316;1316;1316;49A1;2.6;5.95;0.0;77;1.3162891864776611;0.5
00:00:01.413;1413;1413;49A2;2.95;8.25;0.0;77;1.4134092330932617;0.5
00:00:01.415;1415;1415;49A3;2.5;13.1;0.0;77;1.4155104160308838;0.5
00:00:01.416;1416;1416;49A1;2.7;5.85;0.0;77;1.4165606498718262;0.5
00:00:01.513;1513;1513;49A2;3.0;8.25;0.0;77;1.513685941696167;0.5
00:00:01.516;1516;1516;49A3;2.6;13.1;0.0;77;1.516279697418213;0.5
00:00:01.517;1517;1517;49A1;2.8;5.8;0.0;77;1.5171468257904053;0.5
00:00:01.614;1614;1614;49A2;3.0;8.25;0.0;77;1.6144421100616455;0.5
00:00:01.616;1616;1616;49A3;2.65;13.1;0.0;77;1.6167681217193604;0.5
00:00:01.617;1617;1617;49A1;2.85;5.7;0.0;77;1.6174960136413574;0.5
00:00:01.714;1714;1714;49A2;3.1;8.25;0.0;77;1.714843511581421;0.5
00:00:01.717;1717;1717;49A3;2.7;13.15;0.0;77;1.717512607574463;0.5
00:00:01.718;1718;1718;49A1;3.0;5.6;0.0;77;1.7186894416809082;0.5
00:00:01.815;1815;1815;49A2;3.25;8.3;0.0;77;1.8152811527252197;0.5
00:00:01.818;1818;1818;49A3;2.8;13.15;0.0;77;1.8183839321136475;0.5
00:00:01.819;1819;1819;49A1;3.05;5.55;0.0;77;1.8190507888793945;0.5
00:00:01.916;1916;1916;49A2;3.55;8.3;0.0;77;1.9164605140686035;0.5
00:00:01.919;1919;1919;49A3;2.8;13.15;0.0;77;1.9195194244384766;0.5
00:00:01.919;1919;1919;49A1;3.15;5.45;0.0;77;1.9197649955749512;0.5
00:00:02.016;2016;2016;49A2;3.7;8.3;0.0;77;2.0167253017425537;0.5
00:00:02.019;2019;2019;49A3;2.9;13.15;0.0;77;2.019746780395508;0.5
00:00:02.020;2020;2020;49A1;3.2;5.45;0.0;77;2.0207624435424805;0.5
00:00:02.117;2117;2117;49A2;3.8;8.3;0.0;77;2.117453098297119;0.5
00:00:02.120;2120;2120;49A3;2.95;13.2;0.0;77;2.120182514190674;0.5
00:00:02.121;2121;2121;49A1;3.35;5.35;0.0;77;2.12166166305542;0.5
00:00:02.218;2218;2218;49A2;4.0;8.3;0.0;77;2.218353271484375;0.5
00:00:02.220;2220;2220;49A3;3.05;13.25;0.0;77;2.220705509185791;0.5
00:00:02.222;2222;2222;49A1;3.45;5.2;0.0;77;2.222285747528076;0.5
00:00:02.318;2318;2318;49A2;4.0;8.25;0.0;77;2.3189899921417236;0.5
00:00:02.322;2322;2322;49A3;3.05;13.3;0.0;77;2.3225784301757812;0.5
00:00:02.323;2323;2323;49A1;3.65;5.1;0.0;77;2.3233065605163574;0.5
00:00:02.419;2419;2419;49A2;4.0;8.25;0.0;77;2.4194791316986084;0.5
00:00:02.423;2423;2423;49A3;3.15;13.3;0.0;77;2.4232900142669678;0.5
00:00:02.424;2424;2424;49A1;3.75;5.05;0.0;77;2.4243063926696777;0.5
00:00:02.519;2519;2519;49A2;4.1;8.25;0.0;77;2.5197794437408447;0.5
00:00:02.523;2523;2523;49A3;3.15;13.35;0.0;77;2.523674249649048;0.5
00:00:02.524;2524;2524;49A1;3.8;4.95;0.0;77;2.5247952938079834;0.5
00:00:02.620;2620;2620;49A2;4.2;8.2;0.0;77;2.620624542236328;0.5
00:00:02.624;2624;2624;49A3;3.2;13.4;0.0;77;2.624357223510742;0.5
00:00:02.625;2625;2625;49A1;3.8;4.95;0.0;77;2.6252377033233643;0.5
00:00:02.721;2721;2721;49A2;4.2;8.2;0.0;77;2.7216951847076416;0.5
00:00:02.724;2724;2724;49A3;3.2;13.5;0.0;77;2.7247965335845947;0.5
00:00:02.726;2726;2726;49A1;3.9;4.9;0.0;77;2.7261457443237305;0.5
00:00:02.822;2822;2822;49A2;4.25;8.2;0.0;77;2.822108030319214;0.5
00:00:02.826;2826;2826;49A3;3.2;13.55;0.0;77;2.826150417327881;0.5
00:00:02.826;2826;2826;49A1;3.95;4.85;0.0;77;2.8267393112182617;0.5
00:00:02.922;2922;2922;49A2;4.25;8.2;0.0;77;2.922430992126465;0.5
00:00:02.926;2926;2926;49A3;3.25;13.6;0.0;77;2.9269967079162598;0.5
00:00:02.927;2927;2927;49A1;3.95;4.75;0.0;77;2.927248477935791;0.5
00:00:03.022;3022;3022;49A2;4.45;8.1;0.0;77;3.022853136062622;0.5
00:00:03.027;3027;3027;49A1;4.0;4.7;0.0;77;3.0278918743133545;0.5
00:00:03.028;3028;3028;49A3;3.25;13.65;0.0;77;3.0280869007110596;0.5
00:00:03.123;3123;3123;49A2;4.6;8.0;0.0;77;3.1238155364990234;0.5
00:00:03.128;3128;3128;49A3;3.25;13.75;0.0;77;3.128812313079834;0.5
00:00:03.128;3128;3128;49A1;4.25;4.55;0.0;77;3.1283986568450928;0.5
00:00:03.224;3224;3224;49A2;4.7;8.0;0.0;77;3.2247869968414307;0.5
00:00:03.229;3229;3229;49A1;4.4;4.45;0.0;77;3.2291455268859863;0.5
00:00:03.230;3230;3230;49A3;3.25;13.75;0.0;77;3.2300403118133545;0.5
00:00:03.325;3325;3325;49A2;4.7;8.0;0.0;77;3.3252463340759277;0.5
00:00:03.330;3330;3330;49A3;3.25;13.8;0.0;77;3.33048152923584;0.5
00:00:03.330;3330;3330;49A1;4.45;4.35;0.0;77;3.3303446769714355;0.5
00:00:03.426;3426;3426;49A2;4.7;8.0;0.0;77;3.426043748855591;0.5
00:00:03.430;3430;3430;49A1;4.65;4.2;0.0;77;3.4309093952178955;0.5
00:00:03.431;3431;3431;49A3;3.25;13.8;0.0;77;3.431654691696167;0.5
00:00:03.526;3526;3526;49A2;4.75;7.95;0.0;77;3.526747703552246;0.5
00:00:03.531;3531;3531;49A1;4.75;4.1;0.0;77;3.531975030899048;0.5
00:00:03.532;3532;3532;49A3;3.3;13.85;0.0;77;3.5321877002716064;0.5
00:00:03.627;3627;3627;49A2;4.9;7.9;0.0;77;3.627370834350586;0.5
00:00:03.632;3632;3632;49A1;4.8;4.05;0.0;77;3.632518768310547;0.5
00:00:03.634;3634;3634;49A3;3.3;13.9;0.0;77;3.6344995498657227;0.5
00:00:03.728;3728;3728;49A2;4.95;7.9;0.0;77;3.728278398513794;0.5
00:00:03.733;3733;3733;49A1;4.9;4.0;0.0;77;3.7336618900299072;0.5
00:00:03.735;3735;3735;49A3;3.3;14.0;0.0;77;3.735239028930664;0.5
00:00:03.829;3829;3829;49A2;5.0;7.85;0.0;77;3.82930588722229;0.5
00:00:03.834;3834;3834;49A1;4.95;3.85;0.0;77;3.834876775741577;0.5
00:00:03.836;3836;3836;49A3;3.3;14.0;0.0;77;3.8363187313079834;0.5
00:00:03.929;3929;3929;49A2;5.05;7.85;0.0;77;3.9298088550567627;0.5
00:00:03.935;3935;3935;49A1;5.05;3.8;0.0;77;3.9357612133026123;0.5
00:00:03.936;3936;3936;49A3;3.3;14.0;0.0;77;3.9365642070770264;0.5
00:00:04.030;4030;4030;49A2;5.1;7.85;0.0;77;4.0309343338012695;0.5
00:00:04.036;4036;4036;49A1;5.1;3.75;0.0;77;4.03656530380249;0.5
00:00:04.037;4037;4037;49A3;3.3;14.05;0.0;77;4.037065744400024;0.5
00:00:04.131;4131;4131;49A2;5.2;7.85;0.0;77;4.131864309310913;0.5
00:00:04.136;4136;4136;49A1;5.2;3.65;0.0;77;4.136899709701538;0.5
00:00:04.137;4137;4137;49A3;3.3;14.1;0.0;77;4.1378278732299805;0.5
00:00:04.232;4232;4232;49A2;5.25;7.85;0.0;77;4.232441186904907;0.5
00:00:04.238;4238;4238;49A3;3.3;14.1;0.0;77;4.2383458614349365;0.5
00:00:04.238;4238;4238;49A1;5.3;3.5;0.0;77;4.238646030426025;0.5
00:00:04.333;4333;4333;49A2;5.3;7.85;0.0;77;4.333507061004639;0.5
00:00:04.338;4338;4338;49A1;5.4;3.45;0.0;77;4.3388237953186035;0.5
00:00:04.339;4339;4339;49A3;3.35;14.1;0.0;77;4.339934587478638;0.5
00:00:04.433;4433;4433;49A2;5.35;7.9;0.0;77;4.4337756633758545;0.5
00:00:04.439;4439;4439;49A1;5.45;3.35;0.0;77;4.439316987991333;0.5
00:00:04.440;4440;4440;49A3;3.35;14.15;0.0;77;4.440780401229858;0.5
00:00:04.534;4534;4534;49A2;5.45;7.9;0.0;77;4.534503936767578;0.5
00:00:04.540;4540;4540;49A1;5.55;3.3;0.0;77;4.540716648101807;0.5
00:00:04.541;4541;4541;49A3;3.4;14.15;0.0;77;4.541560888290405;0.5
00:00:04.635;4635;4635;49A2;5.45;8.0;0.0;77;4.635157346725464;0.5
00:00:04.641;4641;4641;49A1;5.65;3.15;0.0;77;4.641370534896851;0.5
00:00:04.642;4642;4642;49A3;3.45;14.2;0.0;77;4.642186641693115;0.5
00:00:04.735;4735;4735;49A2;5.55;8.1;0.0;77;4.735430479049683;0.5
00:00:04.741;4741;4741;49A1;5.7;3.05;0.0;77;4.741955041885376;0.5
00:00:04.742;4742;4742;49A3;3.45;14.2;0.0;77;4.742900133132935;0.5
00:00:04.835;4835;4835;49A2;5.55;8.1;0.0;77;4.835768938064575;0.5
00:00:04.842;4842;4842;49A1;5.8;3.05;0.0;77;4.842940807342529;0.5
00:00:04.843;4843;4843;49A3;3.55;14.25;0.0;77;4.843423366546631;0.5
00:00:04.936;4936;4936;49A2;5.6;8.15;0.0;77;4.936243057250977;0.5
00:00:04.943;4943;4943;49A3;3.55;14.25;0.0;77;4.943960189819336;0.5
00:00:04.943;4943;4943;49A1;5.85;2.95;0.0;77;4.943631649017334;0.5
00:00:05.036;5036;5036;49A2;5.65;8.2;0.0;77;5.036583185195923;0.5
00:00:05.043;5043;5043;49A1;5.9;2.95;0.0;77;5.043946981430054;0.5
00:00:05.044;5044;5044;49A3;3.65;14.25;0.0;77;5.04456090927124;0.5
00:00:05.137;5137;5137;49A2;5.8;8.3;0.0;77;5.13706636428833;0.5
00:00:05.144;5144;5144;49A1;6.0;2.85;0.0;77;5.144550323486328;0.5
00:00:05.145;5145;5145;49A3;3.75;14.25;0.0;77;5.1450514793396;0.5
00:00:05.237;5237;5237;49A2;5.85;8.35;0.0;77;5.237749814987183;0.5
00:00:05.245;5245;5245;49A1;6.05;2.85;0.0;77;5.245119094848633;0.5
00:00:05.246;5246;5246;49A3;3.8;14.3;0.0;77;5.246403217315674;0.5
00:00:05.339;5339;5339;49A2;5.95;8.4;0.0;77;5.3390257358551025;0.5
00:00:05.345;5345;5345;49A1;6.2;2.7;0.0;77;5.345543146133423;0.5
00:00:05.346;5346;5346;49A3;3.9;14.3;0.0;77;5.346812725067139;0.5
00:00:05.439;5439;5439;49A2;6.05;8.45;0.0;77;5.439658164978027;0.5
00:00:05.446;5446;5446;49A1;6.25;2.7;0.0;77;5.446529150009155;0.5
00:00:05.447;5447;5447;49A3;3.9;14.35;0.0;77;5.447651386260986;0.5
00:00:05.540;5540;5540;49A2;6.2;8.5;0.0;77;5.540097236633301;0.5
