Temps;temps_ms;Temps_acquisition;Ancre;X;Y;Z;Precision %;Temps_s;Position erreur
00:00:00.000;0;0;49A1;1.8;8.15;0.0;77;0.0;0.5
00:00:00.000;0;0;49A2;0.7;7.45;0.0;77;0.0;0.5
00:00:00.001;1;1;49A3;0.6;11.35;0.0;77;0.0010099411010742188;0.5
00:00:00.100;100;100;49A2;0.7;7.45;0.0;77;0.1009206771850586;0.5
00:00:00.102;102;102;49A3;0.6;11.35;0.0;77;0.10245990753173828;0.5
00:00:00.103;103;103;49A1;1.8;8.15;0.0;77;0.1036078929901123;0.5
00:00:00.202;202;202;49A2;0.7;7.45;0.0;77;0.20230770111083984;0.5
00:00:00.203;203;203;49A3;0.6;11.35;0.0;77;0.20322561264038086;0.5
00:00:00.204;204;204;49A1;1.8;8.15;0.0;77;0.20428872108459473;0.5
00:00:00.302;302;302;49A2;0.7;7.45;0.0;77;0.30290794372558594;0.5
00:00:00.303;303;303;49A3;0.6;11.35;0.0;77;0.3036379814147949;0.5
00:00:00.304;304;304;49A1;1.8;8.15;0.0;77;0.30475687980651855;0.5
00:00:00.403;403;403;49A2;0.7;7.45;0.0;77;0.403519868850708;0.5
00:00:00.403;403;403;49A3;0.6;11.35;0.0;77;0.4039323329925537;0.5
00:00:00.404;404;404;49A1;1.8;8.15;0.0;77;0.4049057960510254;0.5
00:00:00.503;503;503;49A2;0.7;7.45;0.0;77;0.5037860870361328;0.5
00:00:00.504;504;504;49A3;0.6;11.35;0.0;77;0.5043041706085205;0.5
00:00:00.505;505;505;49A1;1.8;8.15;0.0;77;0.5054023265838623;0.5
00:00:00.604;604;604;49A2;0.7;7.45;0.0;77;0.6043169498443604;0.5
00:00:00.604;604;604;49A3;0.6;11.35;0.0;77;0.6048953533172607;0.5
00:00:00.605;605;605;49A1;1.8;8.15;0.0;77;0.6058244705200195;0.5
00:00:00.704;704;704;49A2;0.7;7.45;0.0;77;0.7046644687652588;0.5
00:00:00.705;705;705;49A3;0.6;11.35;0.0;77;0.7052891254425049;0.5
00:00:00.706;706;706;49A1;1.8;8.15;0.0;77;0.706230640411377;0.5
00:00:00.805;805;805;49A2;0.7;7.45;0.0;77;0.8052933216094971;0.5
00:00:00.805;805;805;49A3;0.6;11.35;0.0;77;0.8057193756103516;0.5
00:00:00.806;806;806;49A1;1.8;8.15;0.0;77;0.8064470291137695;0.5
00:00:00.905;905;905;49A2;0.7;7.45;0.0;77;0.9056296348571777;0.5
00:00:00.906;906;906;49A1;1.75;8.15;0.0;77;0.9068615436553955;0.5
00:00:00.906;906;906;49A3;0.6;11.35;0.0;77;0.9060337543487549;0.5
00:00:01.005;1005;1005;49A2;0.7;7.5;0.0;77;1.0058221817016602;0.5
00:00:01.006;1006;1006;49A3;0.6;11.35;0.0;77;1.0062944889068604;0.5
00:00:01.007;1007;1007;49A1;1.75;8.1;0.0;77;1.0073776245117188;0.5
00:00:01.106;1106;1106;49A2;0.75;7.5;0.0;77;1.1062533855438232;0.5
00:00:01.106;1106;1106;49A3;0.6;11.35;0.0;77;1.1069068908691406;0.5
00:00:01.108;1108;1108;49A1;1.75;8.1;0.0;77;1.1083946228027344;0.5
00:00:01.206;1206;1206;49A2;0.8;7.55;0.0;77;1.2069201469421387;0.5
00:00:01.207;1207;1207;49A3;0.6;11.35;0.0;77;1.2074484825134277;0.5
00:00:01.208;1208;1208;49A1;1.8;8.05;0.0;77;1.2089438438415527;0.5
00:00:01.307;1307;1307;49A2;0.9;7.6;0.0;77;1.3075685501098633;0.5
00:00:01.307;1307;1307;49A3;0.6;11.35;0.0;77;1.3077869415283203;0.5
00:00:01.309;1309;1309;49A1;1.8;8.05;0.0;77;1.3094947338104248;0.5
00:00:01.408;1408;1408;49A2;0.95;7.6;0.0;77;1.4083218574523926;0.5
00:00:01.408;1408;1408;49A3;0.6;11.35;0.0;77;1.408498764038086;0.5
00:00:01.410;1410;1410;49A1;1.85;8.05;0.0;77;1.4100501537322998;0.5
00:00:01.509;1509;1509;49A2;1.0;7.65;0.0;77;1.5095913410186768;0.5
00:00:01.509;1509;1509;49A3;0.65;11.35;0.0;77;1.5092546939849854;0.5
00:00:01.510;1510;1510;49A1;1.85;8.05;0.0;77;1.5106215476989746;0.5
00:00:01.609;1609;1609;49A3;0.7;11.35;0.0;77;1.6096129417419434;0.5
