Temps;temps_ms;Temps_acquisition;Ancre;X;Y;Z;Precision %;Temps_s;Position erreur
00:00:00.00;0;0;49A2;1.94;13.03;0.09;98;0.0;0.06708203932499344
00:00:00.200;200;200;49A2;1.79;13.05;0.54;98;0.2;0.21587033144922915
00:00:00.300;300;100;49A2;1.81;13.05;0.67;98;0.3;0.19646882704388513
00:00:00.400;400;100;49A2;1.94;13.02;0.28;98;0.4;0.0632455532033675
00:00:00.500;500;100;49A2;1.88;13.03;0.48;98;0.5;0.12369316876852976
00:00:00.800;800;300;49A2;1.99;13.02;0.71;98;0.8;0.02236067977499752
00:00:00.900;900;100;49A2;1.93;13.02;0.75;99;0.9;0.07280109889280513
00:00:01.00;1000;100;49A2;2.05;13.00;0.29;98;1.0;0.04999999999999982
00:00:01.100;1100;100;49A2;1.96;13.01;-0.11;97;1.1;0.04123105625617659
00:00:01.400;1400;300;49A2;2.05;13.01;-0.18;99;1.4;0.05099019513592763
00:00:01.500;1500;100;49A2;2.10;12.99;0.04;99;1.5;0.10049875621120898
00:00:01.610;1610;110;49A2;1.99;13.02;0.40;97;1.61;0.02236067977499752
00:00:01.710;1710;100;49A2;1.95;13.03;0.68;97;1.71;0.05830951894845271
00:00:01.910;1910;200;49A2;1.92;13.01;0.08;99;1.91;0.08062257748298554
00:00:02.10;2010;100;49A2;1.89;13.03;-0.21;98;2.01;0.11401754250991372
00:00:02.210;2210;200;49A2;1.93;13.03;-0.67;97;2.21;0.07615773105863889
00:00:02.310;2310;100;49A2;1.86;13.03;-0.24;98;2.31;0.14317821063276331
00:00:02.410;2410;100;49A2;1.82;13.04;-0.02;99;2.41;0.1843908891458575
00:00:02.610;2610;200;49A2;2.02;13.01;-0.52;97;2.61;0.022360679774997817
00:00:02.810;2810;200;49A2;1.86;13.03;-0.13;98;2.81;0.14317821063276331
00:00:02.910;2910;100;49A2;1.83;13.04;0.18;98;2.91;0.17464249196572953
00:00:03.10;3010;100;49A2;1.85;13.04;0.33;99;3.01;0.15524174696259993
00:00:03.110;3110;100;49A2;1.87;13.04;0.61;97;3.11;0.13601470508735408
00:00:03.210;3210;100;49A2;1.99;13.03;0.16;98;3.21;0.03162277660168319
00:00:03.310;3310;100;49A2;2.06;13.02;-0.15;98;3.31;0.0632455532033675
00:00:03.610;3610;300;49A2;1.96;13.03;-0.48;98;3.61;0.04999999999999964
00:00:03.710;3710;100;49A2;2.06;13.01;-0.75;97;3.71;0.06082762530298222
00:00:03.810;3810;100;49A2;2.02;13.01;-0.90;97;3.81;0.022360679774997817
00:00:03.910;3910;100;49A2;2.04;13.00;-0.41;98;3.91;0.040000000000000036
00:00:04.10;4010;100;49A2;2.01;13.01;-0.61;98;4.01;0.014142135623730649
00:00:04.110;4110;100;49A2;1.90;13.02;-0.75;98;4.11;0.10198039027185571
00:00:04.410;4410;300;49A2;1.98;13.00;-0.57;98;4.41;0.020000000000000018
00:00:04.710;4710;300;49A2;2.04;13.02;-0.40;99;4.71;0.044721359549995635
00:00:04.810;4810;100;49A2;1.84;13.03;-0.66;96;4.81;0.16278820596099686
00:00:04.910;4910;100;49A2;1.79;13.04;-0.12;97;4.91;0.2137755832643193
00:00:05.10;5010;100;49A2;1.95;13.02;-0.27;99;5.01;0.053851648071344925
00:00:05.110;5110;100;49A2;1.92;13.02;0.11;98;5.11;0.08246211251235318
00:00:05.210;5210;100;49A2;1.98;13.02;-0.20;98;5.21;0.028284271247461613
00:00:05.310;5310;100;49A2;1.93;13.03;0.10;98;5.31;0.07615773105863889
00:00:05.510;5510;200;49A2;2.07;12.99;0.06;99;5.51;0.07071067811865456
00:00:05.610;5610;100;49A2;2.06;13.01;-0.31;97;5.61;0.06082762530298222
00:00:05.710;5710;100;49A2;1.96;13.01;-0.34;99;5.71;0.04123105625617659
00:00:05.910;5910;200;49A2;1.91;13.02;-0.66;98;5.91;0.09219544457292887
00:00:06.110;6110;200;49A2;1.91;13.02;-0.79;99;6.11;0.09219544457292887
00:00:06.210;6210;100;49A2;1.88;13.02;-0.27;98;6.21;0.12165525060596444
00:00:06.310;6310;100;49A2;1.90;13.03;0.14;97;6.31;0.1044030650891054
00:00:06.510;6510;200;49A2;2.02;13.00;-0.39;98;6.51;0.020000000000000018
00:00:06.620;6620;110;49A2;2.04;12.99;-0.08;99;6.62;0.04123105625617659
00:00:06.720;6720;100;49A2;2.00;13.01;-0.39;97;6.72;0.009999999999999787
00:00:07.20;7020;300;49A2;1.95;13.02;-0.49;97;7.02;0.053851648071344925
00:00:07.120;7120;100;49A2;1.94;13.03;-0.09;98;7.12;0.06708203932499344
00:00:07.220;7220;100;49A2;2.02;13.03;-0.32;98;7.22;0.03605551275463937
